Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
U2,WAVESHARELCD_PLUS_UART_PLUS_I2C,WAVESHARE_LCD_BUTTON,41.0,-54.68,180.0,top
U3,LuckFox_Pico,LUCKFOX_PICO_PRO_MAX_PTH,48.12,-40.84,90.0,top
